dm.old         dm.rot
 0.000003  0.000003
 0.000002  0.000002
 0.000003  0.000003
 0.000002  0.000002
 0.000001  0.000001
 0.000255  0.000255
 0.000290  0.000290
 0.000023  0.000023
 0.000071  0.000071
 0.000023  0.000023
 0.000179  0.000179
 0.000214  0.000214
 0.000214  0.000214
 0.000178  0.000178
 0.000223  0.000223
 0.000290  0.000290
 0.000222  0.000222
 0.000331  0.000331
 0.000030  0.000030
 0.000029  0.000029
 0.000331  0.000331
 0.000091  0.000091
 0.000090  0.000090
 0.000022  0.000022
 0.001268  0.001268
 0.000000  0.000000
 0.001270  0.001270
 0.002501  0.002501
 0.000724  0.000724
 0.000723  0.000723
 0.002501  0.002501
 0.000418  0.000418
 0.004739  0.004739
 0.004737  0.004737
 0.000422  0.000422
 0.001387  0.001387
 0.005147  0.005147
 0.005151  0.005151
 0.001383  0.001383
 0.001639  0.001639
 0.002004  0.002004
 0.001646  0.001646
 0.000004  0.000004
 0.000000  0.000000
 0.000000  0.000000
 0.000000  0.000000
 0.000001  0.000001
 0.000000  0.000000
 0.000001  0.000001
 0.000000  0.000000
 0.000000  0.000000
 0.000004  0.000004
 0.000000  0.000000
 0.000000  0.000000
 0.000001  0.000001
 0.000001  0.000001
 0.000002  0.000002
 0.000000  0.000000
 0.000001  0.000001
 0.000001  0.000001
 0.000001  0.000001
 0.000002  0.000002
 0.000000  0.000000
 0.000000  0.000000
 0.000000  0.000000
 0.000002  0.000002
 0.000001  0.000001
 0.000000  0.000000
 0.000001  0.000001
 0.000001  0.000001
 0.000001  0.000001
 0.000002  0.000002
 0.000002  0.000002
 0.000005  0.000005
 0.000005  0.000005
 0.000002  0.000002
 0.000002  0.000002
 0.000001  0.000001
 0.000003  0.000003
 0.000003  0.000003
 0.000160  0.000160
 0.000330  0.000330
 0.000070  0.000070
 0.000034  0.000034
 0.000063  0.000063
 0.000020  0.000020
 0.000124  0.000124
 0.000206  0.000206
 0.000209  0.000209
 0.000059  0.000059
 0.000214  0.000214
 0.000268  0.000268
 0.000205  0.000205
 0.000264  0.000264
 0.000063  0.000063
 0.000075  0.000075
 0.000248  0.000248
 0.000090  0.000090
 0.000103  0.000103
 0.000464  0.000464
 0.001030  0.001030
 0.001108  0.001108
 0.000683  0.000683
 0.005418  0.005418
 0.000716  0.000716
 0.000280  0.000280
 0.000678  0.000678
 0.002543  0.002543
 0.001193  0.001193
 0.001407  0.001407
 0.003231  0.003231
 0.003020  0.003020
 0.004209  0.004209
 0.002994  0.002994
 0.001081  0.001081
 0.001524  0.001524
 0.001958  0.001958
 0.000001  0.000001
 0.000000  0.000000
 0.000000  0.000000
 0.000000  0.000000
 0.000001  0.000001
 0.000001  0.000001
 0.000000  0.000000
 0.000001  0.000001
 0.000001  0.000001
 0.000003  0.000003
 0.000001  0.000001
 0.000000  0.000000
 0.000001  0.000001
 0.000000  0.000000
 0.000001  0.000001
 0.000000  0.000000
 0.000002  0.000002
 0.000002  0.000002
 0.000001  0.000001
 0.000000  0.000000
 0.000000  0.000000
 0.000001  0.000001
 0.000001  0.000001
 0.000001  0.000001
 0.000001  0.000001
 0.000001  0.000001
 0.000000  0.000000
 0.000002  0.000002
 0.000005  0.000005
 0.000003  0.000003
 0.000002  0.000002
 0.000004  0.000004
 0.000004  0.000004
 0.000005  0.000005
 0.000001  0.000001
 0.000003  0.000003
 0.000001  0.000001
 0.000005  0.000005
 0.000354  0.000354
 0.000022  0.000022
 0.000046  0.000046
 0.000028  0.000028
 0.000045  0.000045
 0.000031  0.000031
 0.000104  0.000104
 0.000103  0.000103
 0.000031  0.000031
 0.000031  0.000031
 0.000021  0.000021
 0.000031  0.000031
 0.000103  0.000103
 0.000354  0.000354
 0.000354  0.000354
 0.000103  0.000103
 0.000103  0.000103
 0.000022  0.000022
 0.000103  0.000103
 0.005241  0.005241
 0.000648  0.000648
 0.005242  0.005242
 0.000335  0.000335
 0.022350  0.022350
 0.022350  0.022350
 0.000335  0.000335
 0.005239  0.005239
 0.022349  0.022349
 0.022344  0.022344
 0.005239  0.005239
 0.000647  0.000647
 0.022347  0.022347
 0.022346  0.022346
 0.000648  0.000648
 0.005239  0.005239
 0.000335  0.000335
 0.005240  0.005240
 0.000001  0.000001
 0.000003  0.000003
 0.000003  0.000003
 0.000002  0.000002
 0.000005  0.000005
 0.000029  0.000029
 0.000005  0.000005
 0.000000  0.000000
 0.000005  0.000005
 0.000000  0.000000
 0.000005  0.000005
 0.000002  0.000002
 0.000029  0.000029
 0.000001  0.000001
 0.000030  0.000030
 0.000003  0.000003
 0.000005  0.000005
 0.000005  0.000005
 0.000003  0.000003
 0.000028  0.000028
 0.000000  0.000000
 0.000014  0.000014
 0.000006  0.000006
 0.000025  0.000025
 0.000025  0.000025
 0.000015  0.000015
 0.000013  0.000013
 0.000027  0.000027
 0.000006  0.000006
 0.000014  0.000014
 0.000005  0.000005
 0.000006  0.000006
 0.000006  0.000006
 0.000025  0.000025
 0.000014  0.000014
 0.000027  0.000027
 0.000025  0.000025
 0.000000  0.000000
 0.002555  0.002555
 0.000423  0.000423
 0.002051  0.002051
 0.000662  0.000662
 0.001159  0.001159
 0.002067  0.002067
 0.001956  0.001956
 0.001407  0.001407
 0.003257  0.003257
 0.001064  0.001064
 0.001651  0.001651
 0.000516  0.000516
 0.001089  0.001089
 0.001691  0.001691
 0.002136  0.002136
 0.000678  0.000678
 0.001108  0.001108
 0.001268  0.001268
 0.000464  0.000464
 0.005241  0.005241
 0.044580  0.044580
 0.009762  0.009762
 0.047937  0.047937
 0.053306  0.053306
 0.012323  0.012323
 0.004789  0.004789
 0.007630  0.007630
 0.016255  0.016255
 0.003570  0.003570
 0.000944  0.000944
 0.005430  0.005430
 0.002975  0.002975
 0.003022  0.003022
 0.001325  0.001325
 0.000946  0.000946
 0.001339  0.001339
 0.002373  0.002373
 0.000025  0.000025
 0.000046  0.000046
 0.000037  0.000037
 0.000009  0.000009
 0.000068  0.000068
 0.000197  0.000197
 0.000030  0.000030
 0.000015  0.000015
 0.000038  0.000038
 0.000056  0.000056
 0.000012  0.000012
 0.000002  0.000002
 0.000018  0.000018
 0.000021  0.000021
 0.000021  0.000021
 0.000002  0.000002
 0.000010  0.000010
 0.000005  0.000005
 0.000005  0.000005
 0.000008  0.000008
 0.000041  0.000041
 0.000197  0.000197
 0.000024  0.000024
 0.000054  0.000054
 0.000196  0.000196
 0.000050  0.000050
 0.000018  0.000018
 0.000046  0.000046
 0.000204  0.000204
 0.000017  0.000017
 0.000012  0.000012
 0.000254  0.000254
 0.000066  0.000066
 0.000019  0.000019
 0.000004  0.000004
 0.000027  0.000027
 0.000022  0.000022
 0.000010  0.000010
 0.001252  0.001252
 0.001384  0.001384
 0.000608  0.000608
 0.002036  0.002036
 0.000607  0.000607
 0.001083  0.001083
 0.002992  0.002992
 0.002992  0.002992
 0.001082  0.001082
 0.000415  0.000415
 0.001382  0.001382
 0.000416  0.000416
 0.003235  0.003235
 0.001643  0.001643
 0.001646  0.001646
 0.003236  0.003236
 0.001030  0.001030
 0.000000  0.000000
 0.001030  0.001030
 0.000648  0.000648
 0.044580  0.044580
 0.044619  0.044619
 0.011033  0.011033
 0.048945  0.048945
 0.048946  0.048946
 0.011034  0.011034
 0.005431  0.005431
 0.008684  0.008684
 0.008688  0.008688
 0.005431  0.005431
 0.006548  0.006548
 0.002533  0.002533
 0.002534  0.002534
 0.006549  0.006549
 0.001326  0.001326
 0.000957  0.000957
 0.001325  0.001325
 0.000057  0.000057
 0.000050  0.000050
 0.000050  0.000050
 0.000035  0.000035
 0.000167  0.000167
 0.000002  0.000002
 0.000168  0.000168
 0.000033  0.000033
 0.000029  0.000029
 0.000057  0.000057
 0.000029  0.000029
 0.000013  0.000013
 0.000006  0.000006
 0.000016  0.000016
 0.000007  0.000007
 0.000017  0.000017
 0.000015  0.000015
 0.000015  0.000015
 0.000008  0.000008
 0.000114  0.000114
 0.000093  0.000093
 0.000034  0.000034
 0.000208  0.000208
 0.000082  0.000082
 0.000082  0.000082
 0.000191  0.000191
 0.000045  0.000045
 0.000114  0.000114
 0.000086  0.000086
 0.000010  0.000010
 0.000018  0.000018
 0.000269  0.000269
 0.000269  0.000269
 0.000050  0.000050
 0.000023  0.000023
 0.000022  0.000022
 0.000027  0.000027
 0.000021  0.000021
 0.002551  0.002551
 0.001654  0.001654
 0.001159  0.001159
 0.000661  0.000661
 0.002051  0.002051
 0.003259  0.003259
 0.001409  0.001409
 0.001956  0.001956
 0.002066  0.002066
 0.000516  0.000516
 0.000423  0.000423
 0.001064  0.001064
 0.000677  0.000677
 0.002136  0.002136
 0.001689  0.001689
 0.001083  0.001083
 0.000464  0.000464
 0.001270  0.001270
 0.001108  0.001108
 0.005242  0.005242
 0.009762  0.009762
 0.044619  0.044619
 0.004790  0.004790
 0.012327  0.012327
 0.053309  0.053309
 0.047925  0.047925
 0.000944  0.000944
 0.003571  0.003571
 0.016254  0.016254
 0.007625  0.007625
 0.001325  0.001325
 0.003022  0.003022
 0.002970  0.002970
 0.005430  0.005430
 0.002371  0.002371
 0.001339  0.001339
 0.000944  0.000944
 0.000056  0.000056
 0.000034  0.000034
 0.000047  0.000047
 0.000048  0.000048
 0.000030  0.000030
 0.000197  0.000197
 0.000068  0.000068
 0.000178  0.000178
 0.000011  0.000011
 0.000025  0.000025
 0.000038  0.000038
 0.000035  0.000035
 0.000021  0.000021
 0.000021  0.000021
 0.000018  0.000018
 0.000004  0.000004
 0.000005  0.000005
 0.000009  0.000009
 0.000012  0.000012
 0.000045  0.000045
 0.000041  0.000041
 0.000058  0.000058
 0.000007  0.000007
 0.000196  0.000196
 0.000054  0.000054
 0.000049  0.000049
 0.000187  0.000187
 0.000009  0.000009
 0.000204  0.000204
 0.000170  0.000170
 0.000013  0.000013
 0.000065  0.000065
 0.000254  0.000254
 0.000197  0.000197
 0.000041  0.000041
 0.000027  0.000027
 0.000018  0.000018
 0.000027  0.000027
 0.004047  0.004047
 0.002500  0.002500
 0.000986  0.000986
 0.000949  0.000949
 0.000188  0.000188
 0.002433  0.002433
 0.001523  0.001523
 0.000276  0.000276
 0.000902  0.000902
 0.002433  0.002433
 0.002004  0.002004
 0.001157  0.001157
 0.001523  0.001523
 0.004041  0.004041
 0.001441  0.001441
 0.000682  0.000682
 0.000281  0.000281
 0.002501  0.002501
 0.000683  0.000683
 0.000335  0.000335
 0.047937  0.047937
 0.011033  0.011033
 0.004790  0.004790
 0.056126  0.056126
 0.010624  0.010624
 0.004229  0.004229
 0.047974  0.047974
 0.056120  0.056120
 0.003841  0.003841
 0.001334  0.001334
 0.011031  0.011031
 0.010624  0.010624
 0.003840  0.003840
 0.000953  0.000953
 0.004796  0.004796
 0.004234  0.004234
 0.001333  0.001333
 0.000031  0.000031
 0.000037  0.000037
 0.000005  0.000005
 0.000013  0.000013
 0.000039  0.000039
 0.000057  0.000057
 0.000008  0.000008
 0.000005  0.000005
 0.000039  0.000039
 0.000150  0.000150
 0.000019  0.000019
 0.000006  0.000006
 0.000057  0.000057
 0.000031  0.000031
 0.000010  0.000010
 0.000005  0.000005
 0.000008  0.000008
 0.000019  0.000019
 0.000005  0.000005
 0.000034  0.000034
 0.000207  0.000207
 0.000013  0.000013
 0.000016  0.000016
 0.000022  0.000022
 0.000200  0.000200
 0.000019  0.000019
 0.000005  0.000005
 0.000028  0.000028
 0.000192  0.000192
 0.000021  0.000021
 0.000011  0.000011
 0.000192  0.000192
 0.000014  0.000014
 0.000015  0.000015
 0.000011  0.000011
 0.000034  0.000034
 0.000015  0.000015
 0.000006  0.000006
 0.013972  0.013972
 0.004735  0.004735
 0.001829  0.001829
 0.001117  0.001117
 0.001057  0.001057
 0.000626  0.000626
 0.004208  0.004208
 0.001197  0.001197
 0.002955  0.002955
 0.001532  0.001532
 0.005147  0.005147
 0.001592  0.001592
 0.003000  0.003000
 0.013081  0.013081
 0.001482  0.001482
 0.002542  0.002542
 0.000714  0.000714
 0.000724  0.000724
 0.005418  0.005418
 0.022350  0.022350
 0.053306  0.053306
 0.048945  0.048945
 0.012327  0.012327
 0.056126  0.056126
 0.041270  0.041270
 0.010666  0.010666
 0.016244  0.016244
 0.040681  0.040681
 0.011492  0.011492
 0.002993  0.002993
 0.008571  0.008571
 0.011488  0.011488
 0.013420  0.013420
 0.002663  0.002663
 0.003584  0.003584
 0.003550  0.003550
 0.003050  0.003050
 0.000101  0.000101
 0.000177  0.000177
 0.000039  0.000039
 0.000004  0.000004
 0.000008  0.000008
 0.000036  0.000036
 0.000056  0.000056
 0.000011  0.000011
 0.000177  0.000177
 0.000080  0.000080
 0.000024  0.000024
 0.000018  0.000018
 0.000057  0.000057
 0.000073  0.000073
 0.000055  0.000055
 0.000015  0.000015
 0.000014  0.000014
 0.000002  0.000002
 0.000018  0.000018
 0.000138  0.000138
 0.000165  0.000165
 0.000212  0.000212
 0.000011  0.000011
 0.000115  0.000115
 0.000104  0.000104
 0.000179  0.000179
 0.000030  0.000030
 0.000098  0.000098
 0.000133  0.000133
 0.000053  0.000053
 0.000021  0.000021
 0.000132  0.000132
 0.000210  0.000210
 0.000012  0.000012
 0.000015  0.000015
 0.000060  0.000060
 0.000046  0.000046
 0.000020  0.000020
 0.013971  0.013971
 0.005150  0.005150
 0.001056  0.001056
 0.001116  0.001116
 0.001830  0.001830
 0.002955  0.002955
 0.001195  0.001195
 0.004210  0.004210
 0.000623  0.000623
 0.001591  0.001591
 0.004738  0.004738
 0.001537  0.001537
 0.002540  0.002540
 0.001484  0.001484
 0.013079  0.013079
 0.003015  0.003015
 0.005418  0.005418
 0.000723  0.000723
 0.000716  0.000716
 0.022350  0.022350
 0.012323  0.012323
 0.048946  0.048946
 0.053309  0.053309
 0.010624  0.010624
 0.041270  0.041270
 0.056203  0.056203
 0.002994  0.002994
 0.011493  0.011493
 0.040683  0.040683
 0.016246  0.016246
 0.002663  0.002663
 0.013417  0.013417
 0.011491  0.011491
 0.008571  0.008571
 0.003051  0.003051
 0.003549  0.003549
 0.003586  0.003586
 0.000080  0.000080
 0.000038  0.000038
 0.000177  0.000177
 0.000029  0.000029
 0.000056  0.000056
 0.000036  0.000036
 0.000008  0.000008
 0.000030  0.000030
 0.000024  0.000024
 0.000101  0.000101
 0.000176  0.000176
 0.000025  0.000025
 0.000055  0.000055
 0.000072  0.000072
 0.000058  0.000058
 0.000030  0.000030
 0.000002  0.000002
 0.000015  0.000015
 0.000006  0.000006
 0.000098  0.000098
 0.000166  0.000166
 0.000148  0.000148
 0.000200  0.000200
 0.000104  0.000104
 0.000114  0.000114
 0.000119  0.000119
 0.000215  0.000215
 0.000139  0.000139
 0.000133  0.000133
 0.000172  0.000172
 0.000043  0.000043
 0.000210  0.000210
 0.000133  0.000133
 0.000184  0.000184
 0.000018  0.000018
 0.000059  0.000059
 0.000237  0.000237
 0.000047  0.000047
 0.004048  0.004048
 0.002004  0.002004
 0.000188  0.000188
 0.000948  0.000948
 0.000985  0.000985
 0.000903  0.000903
 0.000277  0.000277
 0.001521  0.001521
 0.002432  0.002432
 0.001158  0.001158
 0.002501  0.002501
 0.002432  0.002432
 0.000682  0.000682
 0.001441  0.001441
 0.004047  0.004047
 0.001525  0.001525
 0.000683  0.000683
 0.002501  0.002501
 0.000280  0.000280
 0.000335  0.000335
 0.004789  0.004789
 0.011034  0.011034
 0.047925  0.047925
 0.004229  0.004229
 0.010666  0.010666
 0.056203  0.056203
 0.001335  0.001335
 0.003843  0.003843
 0.056127  0.056127
 0.047971  0.047971
 0.000952  0.000952
 0.003842  0.003842
 0.010622  0.010622
 0.011032  0.011032
 0.001334  0.001334
 0.004231  0.004231
 0.004793  0.004793
 0.000150  0.000150
 0.000005  0.000005
 0.000037  0.000037
 0.000170  0.000170
 0.000009  0.000009
 0.000057  0.000057
 0.000039  0.000039
 0.000061  0.000061
 0.000019  0.000019
 0.000031  0.000031
 0.000040  0.000040
 0.000170  0.000170
 0.000010  0.000010
 0.000031  0.000031
 0.000057  0.000057
 0.000037  0.000037
 0.000019  0.000019
 0.000008  0.000008
 0.000005  0.000005
 0.000029  0.000029
 0.000207  0.000207
 0.000185  0.000185
 0.000178  0.000178
 0.000199  0.000199
 0.000022  0.000022
 0.000061  0.000061
 0.000016  0.000016
 0.000034  0.000034
 0.000192  0.000192
 0.000060  0.000060
 0.000178  0.000178
 0.000015  0.000015
 0.000192  0.000192
 0.000022  0.000022
 0.000185  0.000185
 0.000034  0.000034
 0.000199  0.000199
 0.000206  0.000206
 0.001691  0.001691
 0.001268  0.001268
 0.002977  0.002977
 0.000622  0.000622
 0.000092  0.000092
 0.001067  0.001067
 0.001083  0.001083
 0.001106  0.001106
 0.000246  0.000246
 0.002065  0.002065
 0.001644  0.001644
 0.001236  0.001236
 0.001957  0.001957
 0.002560  0.002560
 0.002132  0.002132
 0.000464  0.000464
 0.001408  0.001408
 0.000418  0.000418
 0.000678  0.000678
 0.005239  0.005239
 0.007630  0.007630
 0.005431  0.005431
 0.000944  0.000944
 0.047974  0.047974
 0.016244  0.016244
 0.002994  0.002994
 0.001335  0.001335
 0.053296  0.053296
 0.003023  0.003023
 0.002372  0.002372
 0.044579  0.044579
 0.012308  0.012308
 0.003569  0.003569
 0.001325  0.001325
 0.009757  0.009757
 0.004793  0.004793
 0.000945  0.000945
 0.000021  0.000021
 0.000003  0.000003
 0.000012  0.000012
 0.000005  0.000005
 0.000038  0.000038
 0.000018  0.000018
 0.000010  0.000010
 0.000004  0.000004
 0.000068  0.000068
 0.000056  0.000056
 0.000005  0.000005
 0.000003  0.000003
 0.000197  0.000197
 0.000025  0.000025
 0.000021  0.000021
 0.000005  0.000005
 0.000030  0.000030
 0.000012  0.000012
 0.000002  0.000002
 0.000027  0.000027
 0.000026  0.000026
 0.000010  0.000010
 0.000009  0.000009
 0.000197  0.000197
 0.000018  0.000018
 0.000018  0.000018
 0.000014  0.000014
 0.000046  0.000046
 0.000254  0.000254
 0.000006  0.000006
 0.000002  0.000002
 0.000204  0.000204
 0.000066  0.000066
 0.000022  0.000022
 0.000012  0.000012
 0.000008  0.000008
 0.000019  0.000019
 0.000010  0.000010
 0.013079  0.013079
 0.000724  0.000724
 0.000423  0.000423
 0.002593  0.002593
 0.001066  0.001066
 0.001535  0.001535
 0.003020  0.003020
 0.000714  0.000714
 0.000620  0.000620
 0.000618  0.000618
 0.005145  0.005145
 0.001784  0.001784
 0.004203  0.004203
 0.013979  0.013979
 0.001480  0.001480
 0.005417  0.005417
 0.001196  0.001196
 0.004739  0.004739
 0.002543  0.002543
 0.022349  0.022349
 0.016255  0.016255
 0.008684  0.008684
 0.003571  0.003571
 0.056120  0.056120
 0.040681  0.040681
 0.011493  0.011493
 0.003843  0.003843
 0.053296  0.053296
 0.013416  0.013416
 0.003053  0.003053
 0.049033  0.049033
 0.041273  0.041273
 0.011489  0.011489
 0.002662  0.002662
 0.012081  0.012081
 0.010665  0.010665
 0.002996  0.002996
 0.000073  0.000073
 0.000030  0.000030
 0.000005  0.000005
 0.000014  0.000014
 0.000177  0.000177
 0.000057  0.000057
 0.000014  0.000014
 0.000013  0.000013
 0.000008  0.000008
 0.000080  0.000080
 0.000002  0.000002
 0.000008  0.000008
 0.000036  0.000036
 0.000101  0.000101
 0.000055  0.000055
 0.000018  0.000018
 0.000056  0.000056
 0.000024  0.000024
 0.000015  0.000015
 0.000060  0.000060
 0.000048  0.000048
 0.000026  0.000026
 0.000021  0.000021
 0.000185  0.000185
 0.000237  0.000237
 0.000024  0.000024
 0.000017  0.000017
 0.000097  0.000097
 0.000132  0.000132
 0.000017  0.000017
 0.000016  0.000016
 0.000133  0.000133
 0.000210  0.000210
 0.000046  0.000046
 0.000011  0.000011
 0.000138  0.000138
 0.000012  0.000012
 0.000020  0.000020
 0.013077  0.013077
 0.005149  0.005149
 0.001068  0.001068
 0.002592  0.002592
 0.000422  0.000422
 0.000620  0.000620
 0.000715  0.000715
 0.003015  0.003015
 0.001533  0.001533
 0.001785  0.001785
 0.000723  0.000723
 0.000619  0.000619
 0.005416  0.005416
 0.001483  0.001483
 0.013976  0.013976
 0.004209  0.004209
 0.002540  0.002540
 0.004737  0.004737
 0.001193  0.001193
 0.022344  0.022344
 0.003570  0.003570
 0.008688  0.008688
 0.016254  0.016254
 0.003841  0.003841
 0.011492  0.011492
 0.040683  0.040683
 0.056127  0.056127
 0.003023  0.003023
 0.013416  0.013416
 0.053823  0.053823
 0.002663  0.002663
 0.011494  0.011494
 0.041274  0.041274
 0.049041  0.049041
 0.002992  0.002992
 0.010664  0.010664
 0.012091  0.012091
 0.000081  0.000081
 0.000005  0.000005
 0.000030  0.000030
 0.000025  0.000025
 0.000015  0.000015
 0.000057  0.000057
 0.000176  0.000176
 0.000030  0.000030
 0.000002  0.000002
 0.000073  0.000073
 0.000008  0.000008
 0.000029  0.000029
 0.000054  0.000054
 0.000101  0.000101
 0.000036  0.000036
 0.000177  0.000177
 0.000024  0.000024
 0.000056  0.000056
 0.000039  0.000039
 0.000098  0.000098
 0.000047  0.000047
 0.000018  0.000018
 0.000043  0.000043
 0.000237  0.000237
 0.000185  0.000185
 0.000172  0.000172
 0.000214  0.000214
 0.000060  0.000060
 0.000133  0.000133
 0.000118  0.000118
 0.000200  0.000200
 0.000210  0.000210
 0.000133  0.000133
 0.000114  0.000114
 0.000148  0.000148
 0.000137  0.000137
 0.000104  0.000104
 0.000165  0.000165
 0.001689  0.001689
 0.001652  0.001652
 0.000092  0.000092
 0.000622  0.000622
 0.002978  0.002978
 0.000246  0.000246
 0.001108  0.001108
 0.001083  0.001083
 0.001063  0.001063
 0.001237  0.001237
 0.001269  0.001269
 0.002064  0.002064
 0.000463  0.000463
 0.002135  0.002135
 0.002553  0.002553
 0.001958  0.001958
 0.000677  0.000677
 0.000422  0.000422
 0.001407  0.001407
 0.005239  0.005239
 0.000944  0.000944
 0.005431  0.005431
 0.007625  0.007625
 0.001334  0.001334
 0.002993  0.002993
 0.016246  0.016246
 0.047971  0.047971
 0.002372  0.002372
 0.003053  0.003053
 0.053823  0.053823
 0.001326  0.001326
 0.003571  0.003571
 0.012319  0.012319
 0.044570  0.044570
 0.000943  0.000943
 0.004791  0.004791
 0.009764  0.009764
 0.000056  0.000056
 0.000012  0.000012
 0.000003  0.000003
 0.000035  0.000035
 0.000010  0.000010
 0.000018  0.000018
 0.000038  0.000038
 0.000178  0.000178
 0.000005  0.000005
 0.000021  0.000021
 0.000068  0.000068
 0.000048  0.000048
 0.000021  0.000021
 0.000025  0.000025
 0.000196  0.000196
 0.000047  0.000047
 0.000012  0.000012
 0.000030  0.000030
 0.000037  0.000037
 0.000046  0.000046
 0.000026  0.000026
 0.000040  0.000040
 0.000013  0.000013
 0.000018  0.000018
 0.000197  0.000197
 0.000170  0.000170
 0.000187  0.000187
 0.000027  0.000027
 0.000254  0.000254
 0.000049  0.000049
 0.000008  0.000008
 0.000065  0.000065
 0.000204  0.000204
 0.000054  0.000054
 0.000058  0.000058
 0.000009  0.000009
 0.000195  0.000195
 0.000041  0.000041
 0.001645  0.001645
 0.000001  0.000001
 0.000446  0.000446
 0.000891  0.000891
 0.001039  0.001039
 0.000414  0.000414
 0.003234  0.003234
 0.001030  0.001030
 0.000222  0.000222
 0.001085  0.001085
 0.001388  0.001388
 0.000221  0.000221
 0.002987  0.002987
 0.001251  0.001251
 0.001645  0.001645
 0.001031  0.001031
 0.002988  0.002988
 0.001387  0.001387
 0.003231  0.003231
 0.000647  0.000647
 0.005430  0.005430
 0.006548  0.006548
 0.001325  0.001325
 0.011031  0.011031
 0.008571  0.008571
 0.002663  0.002663
 0.000952  0.000952
 0.044579  0.044579
 0.049033  0.049033
 0.002663  0.002663
 0.001326  0.001326
 0.048934  0.048934
 0.008688  0.008688
 0.006549  0.006549
 0.044617  0.044617
 0.011034  0.011034
 0.005431  0.005431
 0.000016  0.000016
 0.000017  0.000017
 0.000008  0.000008
 0.000002  0.000002
 0.000029  0.000029
 0.000006  0.000006
 0.000015  0.000015
 0.000007  0.000007
 0.000167  0.000167
 0.000057  0.000057
 0.000015  0.000015
 0.000002  0.000002
 0.000002  0.000002
 0.000057  0.000057
 0.000007  0.000007
 0.000008  0.000008
 0.000167  0.000167
 0.000029  0.000029
 0.000017  0.000017
 0.000022  0.000022
 0.000021  0.000021
 0.000009  0.000009
 0.000013  0.000013
 0.000051  0.000051
 0.000027  0.000027
 0.000010  0.000010
 0.000015  0.000015
 0.000114  0.000114
 0.000269  0.000269
 0.000010  0.000010
 0.000013  0.000013
 0.000085  0.000085
 0.000269  0.000269
 0.000027  0.000027
 0.000010  0.000010
 0.000114  0.000114
 0.000050  0.000050
 0.000021  0.000021
 0.001480  0.001480
 0.000722  0.000722
 0.000720  0.000720
 0.000696  0.000696
 0.000544  0.000544
 0.001589  0.001589
 0.002543  0.002543
 0.005419  0.005419
 0.001785  0.001785
 0.002957  0.002957
 0.004738  0.004738
 0.000620  0.000620
 0.001199  0.001199
 0.013979  0.013979
 0.013079  0.013079
 0.000715  0.000715
 0.004203  0.004203
 0.005147  0.005147
 0.003020  0.003020
 0.022347  0.022347
 0.002975  0.002975
 0.002533  0.002533
 0.003022  0.003022
 0.010624  0.010624
 0.011488  0.011488
 0.013417  0.013417
 0.003842  0.003842
 0.012308  0.012308
 0.041273  0.041273
 0.011494  0.011494
 0.003571  0.003571
 0.048934  0.048934
 0.040682  0.040682
 0.008571  0.008571
 0.053809  0.053809
 0.056182  0.056182
 0.016250  0.016250
 0.000072  0.000072
 0.000015  0.000015
 0.000019  0.000019
 0.000008  0.000008
 0.000024  0.000024
 0.000055  0.000055
 0.000002  0.000002
 0.000013  0.000013
 0.000056  0.000056
 0.000101  0.000101
 0.000015  0.000015
 0.000014  0.000014
 0.000036  0.000036
 0.000080  0.000080
 0.000058  0.000058
 0.000006  0.000006
 0.000008  0.000008
 0.000176  0.000176
 0.000030  0.000030
 0.000059  0.000059
 0.000020  0.000020
 0.000011  0.000011
 0.000016  0.000016
 0.000012  0.000012
 0.000046  0.000046
 0.000017  0.000017
 0.000017  0.000017
 0.000138  0.000138
 0.000210  0.000210
 0.000024  0.000024
 0.000020  0.000020
 0.000133  0.000133
 0.000133  0.000133
 0.000237  0.000237
 0.000025  0.000025
 0.000098  0.000098
 0.000184  0.000184
 0.000047  0.000047
 0.001486  0.001486
 0.004737  0.004737
 0.000545  0.000545
 0.000697  0.000697
 0.000721  0.000721
 0.001785  0.001785
 0.005417  0.005417
 0.002544  0.002544
 0.001591  0.001591
 0.000619  0.000619
 0.000722  0.000722
 0.002957  0.002957
 0.000713  0.000713
 0.013082  0.013082
 0.013973  0.013973
 0.001196  0.001196
 0.003006  0.003006
 0.005151  0.005151
 0.004209  0.004209
 0.022346  0.022346
 0.003022  0.003022
 0.002534  0.002534
 0.002970  0.002970
 0.003840  0.003840
 0.013420  0.013420
 0.011491  0.011491
 0.010622  0.010622
 0.003569  0.003569
 0.011489  0.011489
 0.041274  0.041274
 0.012319  0.012319
 0.008688  0.008688
 0.040682  0.040682
 0.049041  0.049041
 0.016246  0.016246
 0.056184  0.056184
 0.053812  0.053812
 0.000101  0.000101
 0.000018  0.000018
 0.000015  0.000015
 0.000018  0.000018
 0.000002  0.000002
 0.000054  0.000054
 0.000024  0.000024
 0.000011  0.000011
 0.000015  0.000015
 0.000073  0.000073
 0.000056  0.000056
 0.000003  0.000003
 0.000057  0.000057
 0.000081  0.000081
 0.000036  0.000036
 0.000039  0.000039
 0.000176  0.000176
 0.000008  0.000008
 0.000176  0.000176
 0.000138  0.000138
 0.000020  0.000020
 0.000015  0.000015
 0.000020  0.000020
 0.000046  0.000046
 0.000012  0.000012
 0.000053  0.000053
 0.000030  0.000030
 0.000060  0.000060
 0.000210  0.000210
